"visitor_id","visit_date","utm_source","utm_medium","utm_campaign","lead_id","created_at","amount","closing_reason","status_id"
"6dcbba2fba606a7492f0df5cfb40937afe2f4b91",2023-06-01 09:21:00.000,yandex,cpc,prof-java,"16639177",2023-06-07 16:03:07.000,120204,Успешная продажа,142
e1b0e021e08c607ca8b0b4d47432a2ea9a32f418,2023-06-01 19:57:00.000,yandex,cpc,freemium,"49236063",2023-06-23 10:19:06.000,120000,Успешная продажа,142
b04d49f198af6a1e39c4abbc54033aa4a0492219,2023-06-01 19:27:00.000,yandex,cpc,freemium,"25611839",2023-06-22 09:18:06.000,119240,Успешная продажа,142
cfd5ef444b2da479f2fb7118e7d79d5d88221d48,2023-06-01 17:47:00.000,yandex,cpc,prof-frontend,"10789910",2023-06-27 17:36:35.000,113526,Успешная продажа,142
d2e5a80edd9af4afd9d374beb90c3db283371377,2023-06-01 19:27:00.000,yandex,cpc,freemium,"49349641",2023-06-12 19:43:44.000,113526,Успешная продажа,142
d71cfad72c531b4055ed3a99183db7011e544664,2023-06-01 19:07:00.000,yandex,cpc,freemium,"40376979",2023-06-19 20:25:18.000,101606,Успешная продажа,142
"105f971104931294413122759d3a08ac31d2f67e",2023-06-01 08:35:20.000,yandex,cpc,prof-python,"23056334",2023-06-23 21:02:29.000,100575,Успешная продажа,142
"94e51fe265d509cb6ca973b205c1e9540285d84b",2023-06-01 15:38:00.000,yandex,cpc,base-python,"33732666",2023-06-04 23:51:57.000,86080,Успешная продажа,142
"93b52e8df1e7650a219e68a8685ec85a025a39a8",2023-06-01 07:37:00.000,vk,cpc,prof-python,"24305692",2023-06-03 19:52:01.000,85144,Успешная продажа,142
bdfd359dcaca003c60c25bf6293d2cd2bf011705,2023-06-01 10:56:12.000,yandex,cpc,prof-python,"22772389",2023-06-26 16:17:58.000,85144,Успешная продажа,142
"8dcf11129103786b549139b9eb40c362762f6862",2023-06-07 07:24:49.383,vk,social,hexlet-blog,"25157527",2023-06-14 19:35:21.000,84000,Успешная продажа,142
"98bfc3fbc2ef5a9ea4528fcaff9229b5e6a68ed3",2023-06-01 02:56:00.000,vk,cpc,freemium-frontend,"51677990",2023-06-07 18:16:08.000,83147,Успешная продажа,142
ab2e8d34cd7dc96cd6e73b73f3d26289bb04bc6c,2023-06-01 09:47:00.000,yandex,cpc,prof-frontend,"24760004",2023-06-07 05:48:27.000,80136,Успешная продажа,142
"265d55e7155a99ed6873fe305cb67987379a921a",2023-06-01 14:22:00.000,yandex,cpc,prof-java,"51507623",2023-06-12 11:32:21.000,80136,Успешная продажа,142
"47291f6e8597794fea525a7c3d00c0e4fd7b2ec6",2023-06-01 17:28:00.000,yandex,cpc,prof-professions-brand,"52359458",2023-06-16 15:27:36.000,79155,Успешная продажа,142
"8fc728a060737535b4d5c0b0330e84ee8f6f9b37",2023-06-01 09:03:00.000,yandex,cpc,prof-frontend,"41910282",2023-06-30 18:28:25.000,78750,Успешная продажа,142
e4ae1789704913025510ef58e2b7ff05cfaac5cc,2023-06-01 08:55:00.000,yandex,cpc,freemium,"51734779",2023-06-06 15:03:38.000,78224,Успешная продажа,142
"79c6f485f0e1ea77e6be2c30a560bbecc942d582",2023-06-01 18:05:00.000,yandex,cpc,prof-data-analytics,"24362481",2023-06-13 16:54:50.000,76020,Успешная продажа,142
"390548b5b942bd83407a05f6d2a177a29f3f839e",2023-06-01 12:35:00.000,yandex,cpc,base-python,"20955141",2023-06-21 12:00:35.000,74000,Успешная продажа,142
"4321c0a0e1a5b9295b90937c6332464af4f2d137",2023-06-01 15:54:00.000,yandex,cpc,prof-frontend,"75926893",2023-06-23 10:58:26.000,72122,Успешная продажа,142
"9803616099451ce6637cb54163b69f3112085f9a",2023-06-01 17:43:00.000,yandex,cpc,prof-frontend,"16355232",2023-06-13 19:56:39.000,71907,Успешная продажа,142
"057ca187885ee33840426db88b81adc8b2e15996",2023-06-01 15:18:00.000,yandex,cpc,freemium,"75870104",2023-06-23 21:09:44.000,71397,Успешная продажа,142
"2f5873080defff3767e2c748d2a6380b7e5973e2",2023-06-01 17:11:00.000,yandex,cpc,freemium,"23567435",2023-06-13 18:34:14.000,71397,Успешная продажа,142
"2920e9d70bdfa03119359a3950762888d2b920e7",2023-06-01 15:16:18.000,yandex,cpc,prof-professions-brand,"50201476",2023-06-13 17:37:58.000,71232,Успешная продажа,142
"601134d6b39a19930a25771d9be1531328c408a9",2023-06-01 12:36:00.000,yandex,cpc,freemium,"70304782",2023-06-02 20:13:08.000,67418,Успешная продажа,142
"2baf2f6a216f2fa1774c8a057585fad3a736fa41",2023-06-01 08:44:00.000,yandex,cpc,prof-python,"70872672",2023-06-02 18:59:29.000,67050,Успешная продажа,142
"1b73215968e5cc56cf440353115e4c471f78f590",2023-06-01 18:20:00.000,yandex,cpc,freemium,"41967071",2023-06-07 16:25:28.000,67050,Успешная продажа,142
"0820921e87eda7775e8db1501f048875864cfb8a",2023-06-01 15:35:00.000,yandex,cpc,freemium,"24816793",2023-06-03 14:49:01.000,66718,Успешная продажа,142
"8e9bb695d81d39f03025afeac6ea0f08e335efdf",2023-06-01 17:15:00.000,yandex,cpc,base-frontend,"51621201",2023-06-20 11:38:14.000,64440,Успешная продажа,142
b65df235db0747a4cf861a5a4663571a3626a4bb,2023-06-01 08:35:00.000,yandex,cpc,prof-java,"23851380",2023-06-26 18:54:56.000,63350,Успешная продажа,142
bfa7bddaa4d31e7912f73ab157e2401763636e4a,2023-06-01 08:36:00.000,yandex,cpc,base-python,"70588727",2023-06-02 16:37:07.000,63000,Успешная продажа,142
e59d8da68684e33a70281390900b03b471eaf72c,2023-06-01 09:39:00.000,yandex,cpc,freemium,"49292852",2023-06-14 11:47:14.000,62997,Успешная продажа,142
f975b343f1bd8ca7f45fbe2cf520b6f5017e0dde,2023-06-01 13:11:00.000,yandex,cpc,prof-python,"74734324",2023-06-02 22:23:01.000,60102,Успешная продажа,142
bd3a265867a0defd6d8da190ff2390e250a1ce51,2023-06-01 11:11:00.000,yandex,cpc,freemium,"25498261",2023-06-27 12:22:05.000,60000,Успешная продажа,142
"2fd6d82ffa09574b0ab6304bfeb366410186f01f",2023-06-01 17:51:00.000,yandex,cpc,freemium,"71326984",2023-06-25 12:58:12.000,59850,Успешная продажа,142
"6a4485405315bc32105b9e7837b961bbfef6a19c",2023-06-01 09:36:00.000,yandex,cpc,base-python,"51791568",2023-06-06 10:25:21.000,59795,Успешная продажа,142
ad98f1e33ea266646a192c78bdc8927f526462e6,2023-06-01 07:33:03.000,vk,cpc,prof-java,"25782206",2023-06-23 18:22:30.000,53926,Успешная продажа,142
"6f57eb99cd8edb03afcd94b844f1f7321351bc45",2023-06-01 10:21:44.000,yandex,cpc,prof-python,"23908169",2023-06-07 22:57:29.000,53640,Успешная продажа,142
bea5ef7a3d87df58bdc0042339f916821c0f3a85,2023-06-01 15:26:00.000,yandex,cpc,prof-python,"36799272",2023-06-26 14:56:19.000,53640,Успешная продажа,142
"05daf5c3f813f825eaf40d97d58d7d1a89bb43af",2023-06-01 01:29:00.000,vk,cpc,prof-python,"40547346",2023-06-12 16:40:32.000,51200,Успешная продажа,142
"5bb3ecdf231eba70b2847490cebe21d90434e614",2023-06-01 00:09:00.000,vk,cpc,prof-python,"75642948",2023-06-20 21:21:12.000,50397,Успешная продажа,142
a9068faa5efc35934505f82e515429e5f5a71b71,2023-06-01 13:17:00.000,yandex,cpc,base-java,"21011930",2023-06-18 16:16:41.000,48000,Успешная продажа,142
"88729eab4b742f44592642ead47e9eddf52a921a",2023-06-01 16:01:00.000,yandex,cpc,freemium,"51337256",2023-06-20 20:10:00.000,47598,Успешная продажа,142
c9b9ff66cee827c78a767eec157488fb57253cac,2023-06-01 02:49:00.000,vk,cpc,prof-python,"25952573",2023-06-23 14:07:21.000,42823,Успешная продажа,142
"23ffc10951d2f5bee94b941d800bfabaa4888546",2023-06-01 05:35:00.000,vk,cpc,freemium-frontend,"51961935",2023-06-05 10:06:53.000,41666,Успешная продажа,142
"80eee76e754140fd5571875599c26c5fcb74db94",2023-06-01 15:51:00.000,yandex,cpc,freemium,"71213406",2023-06-20 11:51:51.000,39400,Успешная продажа,142
b597567bd88398a8d7ff6cf084116b4cf6dd8fd2,2023-06-01 14:30:00.000,yandex,cpc,dod-professions,"45431200",2023-06-25 18:01:22.000,37800,Успешная продажа,142
"05b3eab97823b5eaba292a943bd7a9e4be9e287a",2023-06-01 17:11:00.000,yandex,cpc,freemium,"74961480",2023-06-11 22:01:36.000,37800,Успешная продажа,142
d68db7a6efb40101990cd1f2a6a88d8addb2211a,2023-06-01 18:03:00.000,yandex,cpc,freemium,"38559731",2023-06-06 12:45:01.000,37800,Успешная продажа,142
"76737b4cb2b4884ed5720a1eb05e745d49dcf410",2023-06-01 09:36:00.000,yandex,cpc,freemium,"47078081",2023-06-17 10:37:02.000,37500,Успешная продажа,142
"30686101b263bb9536aaefe70a2fa7ea080807ad",2023-06-01 11:38:44.000,yandex,cpc,freemium,"41455970",2023-06-14 14:46:29.000,27866,Успешная продажа,142
"6fe80cd7ff202a10515c4f4ae3bda357e3f3221b",2023-06-01 14:54:00.000,yandex,cpc,base-python,"49860742",2023-06-28 20:50:02.000,24666,Успешная продажа,142
"304ce106553a48ed40b7ebd92fad0546fb1c27f3",2023-06-01 09:02:00.000,yandex,cpc,prof-frontend,"23737802",2023-06-01 13:51:16.000,23000,Успешная продажа,142
"0e5d0c3b29c96364c55105aa014a320a09e0bbad",2023-06-01 12:28:00.000,yandex,cpc,freemium,"26009362",2023-06-26 15:39:37.000,22028,Успешная продажа,142
a60d636cfcbd6c6a6138d55f9c7aefcde4d4be0e,2023-06-01 11:23:00.000,yandex,cpc,prof-frontend,"52132302",2023-06-10 11:55:22.000,21504,Успешная продажа,142
b8a9c619973434b33109be9a126ab60ebd640516,2023-06-01 14:03:00.000,yandex,cpc,prof-java,"42137438",2023-06-13 22:51:00.000,20900,Успешная продажа,142
"1fa96bbcf96b09a47af50f86297221a22db7006f",2023-06-01 08:16:00.000,vk,cpc,freemium-frontend,"36515327",2023-06-19 19:22:57.000,20160,Успешная продажа,142
c43eddda3560afaaf409caf1949428437cce33d6,2023-06-01 11:12:00.000,yandex,cpc,freemium,"52302669",2023-06-21 12:04:36.000,18144,Успешная продажа,142
a52856d46894f861b615c99c41c91bfa496627ad,2023-06-01 04:50:37.000,vk,cpc,base-python,"41115236",2023-06-17 00:20:20.000,9072,Успешная продажа,142
"190db7c9745c8027000209a019ca954e1724fe26",2023-06-01 12:53:00.000,yandex,cpc,base-python,"21693398",2023-06-27 14:51:26.000,7560,Успешная продажа,142
"8b807260d84227e3a14f4d95cd409045680ee8dd",2023-06-01 15:52:00.000,yandex,cpc,prof-frontend,"23397068",2023-06-13 15:37:08.000,5200,Успешная продажа,142
"050fe646bad31ce34c229974ca42a4323938eb11",2023-06-01 08:48:00.000,yandex,cpc,prof-frontend,"70929461",2023-06-21 23:18:53.000,4934,Успешная продажа,142
"294ff5d777b5ee355180b4b23cd339baf6c40302",2023-06-01 01:17:04.000,vk,cpc,freemium-frontend,"42875695",2023-06-06 15:10:28.000,3900,Успешная продажа,142
c5b569a0921a3f3f17c59f2457aeb9eee391fd33,2023-06-01 10:52:00.000,yandex,cpc,prof-professions-brand,"15673764",2023-06-19 09:57:20.000,3900,Успешная продажа,142
"15d46b2bb0e493d144c62a42d9f3de0103cb28ec",2023-06-01 19:03:00.000,yandex,cpc,base-frontend,"41342392",2023-06-15 10:01:39.000,2925,Успешная продажа,142
"69c203629c4336a687ce9f9a4d867a13caf9995d",2023-06-01 13:37:00.000,yandex,cpc,freemium,"70475149",2023-06-21 12:32:55.000,2600,Успешная продажа,142
c2fd5c6c436739f422186ed55251bae14768393f,2023-06-01 02:01:04.000,vk,cpc,freemium-python,"74677535",2023-06-28 10:18:31.000,1560,Успешная продажа,142
"3d71adeb2a9fef2a120a42bc76c775d518c65602",2023-06-01 18:33:00.000,yandex,cpc,freemium,"13004681",2023-06-28 12:28:58.000,1560,Успешная продажа,142
"9de1f48e9ab2dd70d1b5b918f0b107f112cfeed7",2023-06-01 00:00:00.000,vk,cpc,prof-python,"3123395",2023-06-22 14:14:08.000,0,Не реализовано,143
"5ab49e56e75d659a4fee1e6035f2c7a8802cca61",2023-06-01 00:04:00.000,vk,cpc,prof-java,"48441017",2023-06-08 10:48:05.000,0,Не реализовано,143
"7352d2e1499ec4caeeab7a273c58952618dcfeba",2023-06-01 00:07:00.000,vk,cpc,base-python,"58719826",2023-06-18 09:38:40.000,0,В работе,141
"662bfe80c1ae7a8d18a2d631f843875b17b7af49",2023-06-01 00:10:00.000,vk,cpc,prof-frontend,"70191204",2023-06-21 16:12:51.000,0,Не реализовано,143
"9528c812e9e8313703f042806c11e542621fcd9b",2023-06-01 00:10:21.000,vk,cpc,prof-data-analytics,"59798817",2023-06-04 17:05:17.000,0,В работе,141
"7efe12a57ed0e95a2ba7292d9695db8a17a1b53c",2023-06-01 00:13:00.000,vk,cpc,freemium-python,"72008452",2023-06-25 06:35:54.000,0,Не реализовано,143
"910a31de4c05b64262abb0716e26e9f19cd50d65",2023-06-01 00:20:29.000,vk,cpc,freemium-java,"30154959",2023-06-10 02:14:55.000,0,Не реализовано,143
"35caccb4eedfb8d0a889a3acf114e8cdae8bdbe1",2023-06-01 00:20:40.000,vk,cpc,prof-python,"6360368",2023-06-28 21:35:10.000,0,Не реализовано,143
dca120ea38318dcb93753a19e876cc6135fcd9d6,2023-06-01 00:29:00.000,vk,cpc,freemium-python,"35493125",2023-06-13 16:18:15.000,0,Не реализовано,143
"9ddd81777cbd6b39b84241e11b82a98857c3ccc8",2023-06-01 00:29:00.000,vk,cpc,prof-python,"67976433",2023-06-30 10:59:41.000,0,Не реализовано,143
"9bf15a573c5e1b92f56a12ac7b3038585e49008c",2023-06-01 00:33:00.000,vk,cpc,base-python,"44522576",2023-06-28 12:29:46.000,0,Не реализовано,143
"25fc81f845b3bf6be372a418ca23fdeb0c9cfc84",2023-06-01 00:37:00.000,vk,cpc,freemium-python,"71838085",2023-06-03 15:39:10.000,0,Не реализовано,143
"0aaec6d624a0ecbb00735672ba820aa50408fc44",2023-06-01 00:50:30.000,vk,cpc,prof-python,"8745506",2023-06-13 22:16:21.000,0,Не реализовано,143
"07734effcbc4d21f77708fdbefeb193530747d58",2023-06-01 00:53:00.000,vk,cpc,base-python,"68998635",2023-06-23 06:32:55.000,0,Не реализовано,143
"75f302ab29f9a9a634563d73a44cb11be0cdd500",2023-06-01 00:54:00.000,vk,cpc,freemium-python,"65704873",2023-06-28 23:26:20.000,0,Не реализовано,143
"93c5bda29745886e5bd22ca6373052d22af66ff8",2023-06-01 00:56:21.000,vk,cpc,freemium-java,"36117804",2023-06-14 12:25:27.000,0,Не реализовано,143
a4e7797c2d89ad64b5e2e4d6e8e0f11a3f85aa49,2023-06-01 00:58:00.000,vk,cpc,freemium-java,"56277899",2023-06-15 12:21:56.000,0,В работе,141
dca1fa69c859100932e46719d1fb8df0e43e7040,2023-06-01 01:06:00.000,vk,cpm,prof-data-analytics,"22829178",2023-06-05 10:28:20.000,0,Не реализовано,143
"75761df47d8f57c126ca405530896f6f45b34558",2023-06-01 01:07:00.000,vk,cpc,prof-python,"68090011",2023-06-28 05:29:18.000,0,Не реализовано,143
dafe627f02858611cde6a479a4f6d495c5045d2a,2023-06-01 01:09:00.000,vk,cpc,freemium-python,"33335143",2023-06-28 01:32:32.000,0,Не реализовано,143
"9d8304b2b31e1a3fd79b07d358134ab0a4cd038b",2023-06-01 01:09:00.000,vk,cpc,prof-java,"10505965",2023-06-20 23:18:42.000,0,Не реализовано,143
"73a03a2c70730a17283cd6d6085c664e1431e8d5",2023-06-01 01:12:00.000,vk,cpc,base-python,"53097715",2023-06-05 10:31:39.000,0,В работе,141
"1861a95d551816a6f77d6fdcd3f044d7b74055a1",2023-06-01 01:12:19.000,vk,cpc,freemium-java,"52870559",2023-06-07 10:30:06.000,0,В работе,141
fa1f3666115c04b47a9245334c159ba320b1c28f,2023-06-01 01:15:14.000,vk,cpc,freemium-python,"9029451",2023-06-06 21:11:21.000,0,Не реализовано,143
"22834dc08013a026501ac554c0e52579b2ad6d40",2023-06-01 01:24:00.000,vk,cpc,base-python,"14254039",2023-06-01 10:46:25.000,0,Не реализовано,143
d7901745c9ef42fc60491468e9cc2090f240f711,2023-06-01 01:25:00.000,vk,cpc,freemium-java,"21125508",2023-06-04 13:08:01.000,0,Не реализовано,143
"3898ea65acadb00e42921b9078805f824a05930e",2023-06-01 01:25:00.000,vk,cpc,freemium-java,"27996977",2023-06-19 09:45:14.000,0,Не реализовано,143
"8b1f38f1a330fa48b05a4a4c1433f88b43cbc893",2023-06-01 01:25:00.000,vk,cpc,prof-data-analytics,"49690375",2023-06-30 12:17:04.000,0,Не реализовано,143
b66837b9a61bba8de9d929123a65ab61720dad21,2023-06-01 01:26:00.000,vk,cpc,freemium-frontend,"17774957",2023-06-13 12:03:35.000,0,Не реализовано,143
"7ef06b923a2e6f574b49363da0874a2b070c4186",2023-06-01 01:27:00.000,vk,cpc,freemium-java,"2839450",2023-06-21 20:38:24.000,0,Не реализовано,143
"20cbfd1bac00a61d39dd75ba155ffa5d8de5accb",2023-06-01 01:32:00.000,vk,cpc,prof-data-analytics,"30211748",2023-06-14 16:14:59.000,0,Не реализовано,143
"65ed7ff8bb40be109a41e890bc2aabbd53b9908c",2023-06-01 01:34:00.000,vk,cpc,base-python,"57072945",2023-06-22 18:29:57.000,0,В работе,141
e019e0e172cbd1dfba52db2269044299a4442e08,2023-06-01 01:34:42.000,vk,cpm,prof-data-analytics,"26974775",2023-06-18 21:29:31.000,0,Не реализовано,143
"27527434467b916933887b8c95a9e0426134b14a",2023-06-01 01:38:00.000,vk,cpc,base-python,"5565322",2023-06-28 15:44:40.000,0,Не реализовано,143
"5518d98a86404a6c81692562220c100ccd7f8803",2023-06-01 01:38:00.000,vk,cpc,freemium-frontend,"63206157",2023-06-20 19:13:11.000,0,Не реализовано,143
"5a4527caa3e082cf98b39ab8a4324c2bd8afa4cf",2023-06-01 01:40:00.000,vk,cpm,prof-data-analytics,"60821019",2023-06-12 21:04:33.000,0,В работе,141
d7d6e0acd508d03619684a9ba14d6bd936537f02,2023-06-01 01:42:00.000,vk,cpc,freemium-python,"26634041",2023-06-14 16:45:02.000,0,Не реализовано,143
dffe3e8ce312e8617364cf2d6eaa3eb4ecf5600d,2023-06-01 01:45:00.000,vk,cpc,prof-java,"4713487",2023-06-15 00:02:51.000,0,Не реализовано,143
"2fcc1e9d4dc6a8d416341423b44f43e2b706e978",2023-06-01 01:45:00.000,vk,cpc,prof-java,"10051653",2023-06-08 11:17:12.000,0,Не реализовано,143
"7afa45fcdfd342d1868c67917fba8d6d66ef2c08",2023-06-01 01:50:37.000,vk,cpc,prof-python,"54687807",2023-06-15 10:22:00.000,0,В работе,141
"5cbecafe97ccf82cae94b74705cd999d7f00c004",2023-06-01 01:52:00.000,vk,cpc,prof-data-analytics,"37423951",2023-06-07 20:18:15.000,0,Не реализовано,143
dab1bec0bb9d8b84af5144055ddc60d45722acc9,2023-06-01 01:53:51.000,vk,cpc,prof-python,"9483763",2023-06-26 09:57:32.000,0,Не реализовано,143
"9e966e2d2ccb3b0bd545ee09e1aa40702338ed27",2023-06-01 01:58:00.000,vk,cpc,freemium-frontend,"17377434",2023-06-07 12:25:01.000,0,Не реализовано,143
f8884bf143b4615bd19d413ea120bf2263d9ece2,2023-06-01 01:59:00.000,vk,cpc,prof-data-analytics,"27883399",2023-06-27 13:53:38.000,0,Не реализовано,143
"46acc2219eb296fd31c743161eb6c78feaf9ebf3",2023-06-01 02:00:08.000,vk,cpc,base-python,"5451744",2023-06-11 16:32:41.000,0,Не реализовано,143
"400969ddbcfedc696aa0dd3a8f9049c71524bfe4",2023-06-01 02:03:00.000,vk,cpc,base-python,"69225791",2023-06-25 19:26:34.000,0,Не реализовано,143
ac300fb1991b1e2324df283ac9e70794effe39b8,2023-06-01 02:03:00.000,vk,cpc,freemium-python,"61161753",2023-06-22 09:49:37.000,0,В работе,141
"6305bc4310c0ddcabba0f4765152ef4f1376c520",2023-06-01 02:04:00.000,vk,cpc,base-python,"9426974",2023-06-08 21:24:42.000,0,Не реализовано,143
b8b9e4dd7bed954506f60e85bff29c6b81c802df,2023-06-01 02:05:00.000,vk,cpc,base-python,"33221565",2023-06-18 20:02:16.000,0,Не реализовано,143
a45cc404a2efddd26667e7b49dd89bd6f94b934c,2023-06-01 02:09:00.000,vk,cpc,prof-data-analytics,"44749732",2023-06-16 01:54:06.000,0,Не реализовано,143
"2eb1f9922cae422c77b6e6fc344dcdeed3d41234",2023-06-01 02:11:00.000,vk,cpc,freemium-python,"15900920",2023-06-06 22:24:32.000,0,Не реализовано,143
af828c352d2b7e2a3c210e8b4d7ffef74b10c0cf,2023-06-01 02:14:00.000,vk,cpc,base-python,"27258720",2023-06-08 20:43:52.000,0,Не реализовано,143
aa3de66a4522c5f153c100c45131a3deeff99c00,2023-06-01 02:17:00.000,vk,cpc,freemium-frontend,"52529825",2023-06-22 07:46:14.000,0,В работе,141
"06ca88e7a2dc9d43c6e0fac813d321a46decf3dc",2023-06-01 02:17:00.000,vk,cpc,prof-data-analytics,"44011475",2023-06-29 23:27:52.000,0,Не реализовано,143
"0c248feea55a7ca4c54bc15ce14556a1edca8478",2023-06-01 02:17:00.000,vk,cpc,prof-python,"65648084",2023-06-27 12:07:12.000,0,Не реализовано,143
ef65dacc18267a475625031f7253e67a85781987,2023-06-01 02:19:00.000,vk,cpc,freemium-frontend,"3066606",2023-06-20 14:18:10.000,0,Не реализовано,143
"74cdc8aae07d8fbdb4eb2509f7f106f84d6dabb9",2023-06-01 02:24:35.000,vk,cpc,prof-frontend,"70702305",2023-06-22 19:18:04.000,0,Не реализовано,143
b3cb287145b6b4297df284c8c50b424277cb7dcc,2023-06-01 02:26:01.000,vk,cpc,prof-data-analytics,"33051198",2023-06-02 13:36:10.000,0,Не реализовано,143
"959532a98122239befeced77ee3c4bc6dcbe7403",2023-06-01 02:27:00.000,vk,cpc,base-python,"11244222",2023-06-06 13:41:52.000,0,Не реализовано,143
"6d0a2c53bbdcf299af6455afd00eb5a9cba2c5da",2023-06-01 02:29:00.000,vk,cpc,base-python,"10165231",2023-06-03 17:35:28.000,0,Не реализовано,143
b25ddf498a688beecd2e1e1372e03f58a86466dc,2023-06-01 02:29:41.000,vk,cpc,base-python,"15105874",2023-06-15 18:21:42.000,0,Не реализовано,143
"41a36cdb1abead0e6c762ab26a7619b69fe2b27b",2023-06-01 02:30:00.000,vk,cpc,freemium-python,"10960277",2023-06-08 11:48:54.000,0,Не реализовано,143
a4c2bcb713de1519af537893038c9bcfa199abf5,2023-06-01 02:32:00.000,vk,cpc,freemium-frontend,"39468355",2023-06-09 15:23:45.000,0,Не реализовано,143
"22187d1d3f2557a24e66979f76f380b9cfaeba76",2023-06-01 02:33:00.000,vk,cpc,freemium-java,"8802295",2023-06-09 18:22:32.000,0,Не реализовано,143
cb69eb7a6bb35446165ded4244fc765a28908411,2023-06-01 02:34:00.000,vk,cpc,prof-java,"40490557",2023-06-01 12:23:47.000,0,Не реализовано,143
df159bba8a3a72304e39c4e8a55577707bea2c2a,2023-06-01 02:37:00.000,vk,cpc,prof-java,"19251471",2023-06-06 23:18:22.000,0,Не реализовано,143
"43e2a36992b389e243436ffe15c70604897b19bf",2023-06-01 02:39:00.000,vk,cpc,prof-python,"19648994",2023-06-24 14:33:14.000,0,Не реализовано,143
e6e3e1af02cf2a3c1a0cf8501b5fbd368326bb60,2023-06-01 02:39:59.000,vk,cpc,prof-data-analytics,"11641745",2023-06-26 13:24:28.000,0,Не реализовано,143
"73536cfa9cb96597100a1d3de27c373acc342f46",2023-06-01 02:44:00.000,vk,cpc,prof-java,"8688717",2023-06-06 20:26:07.000,0,Не реализовано,143
db9d7294e590f1e8d21cbcb850607560aecd7540,2023-06-01 02:45:00.000,vk,cpc,base-python,"6985047",2023-06-06 15:05:43.000,0,Не реализовано,143
"2f9ccdbc18c73e8f8e215d8e659da7c3e4f4d1ae",2023-06-01 02:48:00.000,vk,cpc,prof-data-analytics,"26690830",2023-06-16 14:32:43.000,0,Не реализовано,143
a915d0170df26e9d595ded5d32e36ffaaa62de3c,2023-06-01 02:49:00.000,vk,cpc,base-python,"38332575",2023-06-13 16:32:06.000,0,Не реализовано,143
"73427c16102f062fbc74cb309bf5e49fbae9354f",2023-06-01 02:49:00.000,vk,cpc,freemium-frontend,"26861197",2023-06-01 07:44:54.000,0,Не реализовано,143
